Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331.3691949663,2461.3540376248,2364.7571013847,2168.5377790704,2122.6862326744,1839.597957797,1961.6824786457,1988.0927913164,2067.0053792426,1944.2662163918,1638.1164650648,1813.3421780331,1806.723244638,2068.7957248961,2615.2230705651,3444.264982283,4343.6358826064,5312.2201819612,6841.466832788,8436.3345859641,6613.7667725617,7822.7625091747,9597.1795626188,10083.259272843,10653.3998534061,9887.8480510105,7521.3653192543,7167.3389465426,
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,648.6485001523,682.570203072,737.5343598603,803.8441763835,880.0787000047,947.2373408468,1019.3661365728,1086.7846452143,1123.6513225972,1223.285143775,1365.6431992215,1528.4484490638,1816.3872838395,2288.4849217038,2565.8514890386,2975.5883723443,3070.7607356142,3456.5216507648,4190.8535851743,5093.1214872692,5729.8243883271,5066.1778676207,4852.9753014951,4681.3576744555,4473.1216061946,4601.7944614797,6242.5985390764,7667.1621009054,8482.7350084591,8617.8339846689,10487.5365695446,10777.6975403229,11512.6491357399,10541.7620213895,11000.376219764,12664.3768914126,12910.5017254539,12229.2540950789,12515.0948485825,12355.9256806818,11626.2133526115,11721.0932859547,12799.364278619,15550.032025099,18071.333755954,19191.5920370302,20709.68565079,24108.847782496,26352.5392240169,23084.2269564389,23536.9059274552,26015.8890003278,24970.9751525851,25976.5546342867,26192.9347654669,22442.2148078542,22230.2036514004,
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,222.2668627625,209.3517907742,199.1730945511,209.6176039997,226.7199029509,454.6655524288,449.3990148905,458.7800828886,450.5711303214,527.4997645363,471.3859930139,440.7573992633,495.5872545586,588.5972465381,970.7354294642,1106.518478329,1266.3907250224,1495.2531462252,1574.5597896978,1823.7229949127,2241.7900058082,2665.3122496387,2374.5974086089,1993.0349404963,1916.7035859555,1895.7698873701,1651.4935003183,1467.3024621433,1340.142795688,1392.2325183913,1491.4016816204,1623.9892464895,1690.1551411098,1729.373392864,2028.197734008,2135.6328119136,2159.1508142907,2361.599124336,2300.40788354,1584.463443465,1451.2907755099,1903.7415713596,2183.966796358,2440.46898022,2708.5578920012,3021.9425473161,3350.7865413088,3590.7180855127,4274.9520645767,4255.5657014112,4657.3023611471,5223.3517632025,5702.1043127653,6074.0908289583,6396.6304833922,6150.1559553152,6018.5268684878,
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,165.5534063177,168.4518044825,171.4872105575,183.0321701831,200.5371083047,219.2099524027,230.4858914454,238.9716489899,256.5276402848,235.2476818632,291.8764051352,333.2701288963,356.7459318255,353.5300906673,421.820167945,519.5679443277,517.6296622682,551.8019637524,591.1888220875,627.0417598703,690.9584867892,695.250138829,763.346763744,642.4632673774,707.9248097197,751.2411237472,629.2604590038,697.1868547892,760.1497283165,830.4242695666,944.2019116445,1041.5234479608,1185.7181212993,1258.9975519044,1321.7997134006,1428.1830042954,1370.7174379505,1210.2292488169,1120.8749284067,1045.9432083755,1168.1152306791,1375.1963159911,1640.4760683965,2011.2461540687,2291.6670621977,2602.4795486957,2747.4803267117,3181.4417083042,3213.3891579094,3327.7542472611,3547.7130118383,3477.851742609,
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,924.5860663418,1008.4945104054,1108.8150063589,1232.2841982713,1358.1073449928,1468.7655819979,1588.5432966545,1713.5817705318,1825.0272278272,2002.8139558857,2231.9495725835,2515.5967327763,3018.2250274942,3892.2752412912,4387.6684838664,5061.3256523596,5257.9481440716,5957.0046079225,7266.1950562401,8767.6751624805,9779.4137238787,8467.8931070832,8176.2462443566,7960.6689574875,7623.3849427075,7817.2519972629,10943.6562502981,13498.4620926046,14795.1570671373,15047.5205422292,18848.6565962268,19522.8643904375,21439.1994461723,19556.6645348313,20596.3743550318,23711.0387110947,23937.7389758749,21834.3650356868,22388.2699896276,22230.7451282706,20190.1889913192,20442.3384096754,22133.4564087778,27161.5637814387,30983.8331979966,31989.2108997553,33802.4879101903,38718.4469595107,42235.2489536812,38491.6724372957,37617.7217506207,40614.9076529815,37598.8899818743,39107.5045829554,39820.5850217593,34348.2553097354,35008.0490035855,
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.986726547,150.9730942305,172.3215472424,187.0504478896,222.5454459134,217.150929236,231.2266102353,208.6209746807,208.1969486523,215.1392102518,201.7687981156,232.7945459144,287.4222243116,276.7508096461,297.8280588029,317.3294335866,326.0825641515,430.7544499381,482.1490904235,582.7755302375,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533376,450.053289247,520.20613138,609.4873840565,675.2416391412,774.7616093301,889.6598720115,968.306781766,950.5457405937,1077.6786999459,1208.9966617797,1358.4657467582,1704.1673613594,2241.4488465271,2742.4555845632,3201.1192013473,3270.4057286651,3617.7377589806,4344.6067061658,5754.5421834225,6191.7149450349,5356.5778318079,5145.6943835576,4466.3362639378,4477.7937240988,4686.8910692426,6495.8119966854,8217.2342568211,9676.7692524096,10652.957971473,13767.3814721712,14771.6723020292,16068.4267214444,13303.6761311749,13378.8498420644,15429.9394216199,16069.2070854158,14696.2161077085,15340.3321141928,15678.2152345407,14676.7060880231,15323.6113977547,17019.5354136605,21495.7074076474,24918.6458419994,26510.7174533426,28482.6094833461,32709.4010383771,35579.3099338804,32334.0054777912,30736.6278530812,31835.2888008408,28563.8590381915,29211.7737455935,29623.1644451343,25787.9287916994,26639.7405883047,
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044.3837091108,3352.7337408889,3619.9454956801,4052.2922705903,4119.3473939081,4070.0328269871,4498.9570274315,5308.3477805933,7174.2374147337,8850.4651148479,10338.3132235799,12595.4106486304,16586.4052048847,18094.5480527831,14726.3182780587,14638.6048173457,17454.8434246435,17421.8902227378,19072.2385175669,19949.5813766971,17155.8741759995,17727.4929288895,
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,202.7919375506,207.5479862837,223.7872069258,204.8721662165,232.3715877362,233.8183803929,242.0451601077,242.7873277487,247.026547505,253.1929483784,270.2443934727,203.1645022416,164.9584363305,124.9830454374,133.7288538713,144.5003523721,140.8611257378,124.5056232315,119.1340818188,123.87620573,120.1789279112,111.363435556,118.8734465816,135.7623857965,161.6266247731,193.7949056425,243.3026822469,325.3825542651,379.7566385409,341.3099092005,354.8463543687,468.5067249075,502.1535887321,571.162275886,645.4650067078,706.7574751222,
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,876.539262335,946.2103876666,1024.5750810727,1118.7130723006,1229.0261500853,1327.4162846908,1428.0162093768,1523.4284572466,1572.8815624035,1716.5058641967,1934.7775456513,2177.0568587595,2590.0330800453,3268.8033992198,3653.2953309263,4236.6745749355,4367.350094021,4925.4306309826,6012.3926241989,7314.4543369459,8314.5957757726,7330.0479243661,7035.1705328973,6803.4843681966,6518.0179045258,6720.1736635254,9189.8125580175,11338.5351575779,12607.4428545749,12829.7321530124,15855.7317384295,16421.9217456428,17840.2103300568,16211.3589279252,17173.1872104983,19878.1617633918,20291.4131078162,19118.4754874042,19741.5532585428,19671.9529585832,18256.5151009092,18419.2076822613,20030.384726148,24293.4595787709,27939.6140121992,29108.6079570937,30936.2110609034,35597.5877950195,38135.4109852141,33977.4418832539,33687.5878365336,36412.9682776668,34230.9514627464,35584.5823761541,36666.6499071423,32196.573251523,32233.4852161743,
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.6758985351,569.1321059204,540.3129122925,598.2843494989,672.7540735521,796.2158017892,917.5070912265,1100.4787700978,1386.3684537446,1259.7584217551,1466.4138441736,1558.6966599586,1644.7990915904,1719.5118384172,1766.115734746,1559.0467053183,1471.9098374176,
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.3530109999,1327.427224366,1411.7023981804,1522.3192420995,1707.503938247,1882.0868576485,2010.2134561973,2034.1890496548,1907.0772721767,2178.0352504498,2467.4763465362,2718.2075518814,3180.005872638,4176.2727607876,5301.5427779955,6260.1912785093,6744.6969819958,7074.356529805,7634.4824076665,9339.1770757009,11232.274564422,10934.5680935815,10945.2773406605,10505.8336621689,10841.5671289286,11405.9336506035,14962.2553603914,18580.6586479255,22056.7017537988,23983.8457535829,28380.548911275,25503.2152090109,22337.4871236912,17617.0304386654,20305.5835495475,26273.4659031066,25777.6412996396,24676.4970769622,25989.407503518,26178.7917845508,24253.2504245786,24913.2445163584,26834.0262501804,32816.160880214,37636.1117341753,38969.171631813,41120.6765061581,48288.5490978186,53401.3148725198,47107.1557090705,46202.4151628454,50790.7241454802,47415.5598711351,49638.0771298139,49914.6186421589,42419.5655667694,43402.863264245,
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,285.542500529,287.3291439,291.5397067625,296.7729354427,310.8729969327,317.0729473412,316.1795868271,333.3091880386,334.6474530259,357.4594486961,422.4135104357,466.0437578584,583.3499301188,768.7384554884,987.9761701764,1186.7398794869,1182.1766267001,1202.7117638459,1360.8702620751,1640.6783289946,1893.0466653756,1898.5948893252,1786.9186139669,1638.6373271649,1681.97401592,1603.5867144984,1795.6053274438,1632.073424056,1535.4140626341,1632.1382913435,1834.9895724938,1881.569901444,2057.4066903132,2166.0527257447,2383.915146033,2540.7515183404,2714.2534996939,2641.0647494078,2070.1658466291,2408.1654658158,2076.0133076767,2038.8917287546,2259.055795751,2835.9739718899,3332.91853272,3658.6308323923,3749.9398134865,4078.8232700144,4177.6577887427,3369.4082466578,3651.9667840555,4353.1213924099,4546.7385044513,4763.0689555778,5045.7699263782,4921.9507227288,5233.4694228375,
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1338.2996063057,1440.5543303289,1585.9172674285,1752.9644028355,1919.2667177056,2042.2403837278,2189.6708878716,2346.3629515483,2532.3147484766,2725.2176433187,2862.4692677335,3173.8400260794,3857.3727896017,4965.8547688263,5317.6195102198,6672.5113881643,6846.3521968113,7513.3449729884,9248.4416311044,11170.4601663549,12712.6013994711,11110.5597678072,10505.7354723033,10005.151671686,9432.2923568154,9775.3394345306,13557.1472150713,16324.3935591631,17696.5111500917,17704.9589834678,21795.2378254833,21782.4162038013,23937.0569176208,22503.2608510696,23625.5289969556,27037.9721319292,27015.2589591084,24359.4250618537,25101.3687369434,24799.2960096043,22465.6418414637,22527.3177509504,24275.2426027905,29691.1815836764,33874.7425478435,34879.7263291899,36544.5085344191,41600.5839748157,45413.065712185,41631.1314123702,40703.3427911985,43810.200880127,40838.024436834,42554.1220542413,42955.2428655883,36526.7701083069,36854.9682804756,
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23737.4167662171,23982.8806710129,22479.578988392,24300.3785998986,26553.7465597833,30993.0770616633,34979.0816995871,35847.4535649984,40719.5750317748,47024.2296980726,49773.1668730863,46521.5017134755,47397.9029229641,50789.0486039991,48421.8030715067,53612.8250038773,57543.6690591516,50581.9684915586,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1320.062470562,,,1275.8675581025,1296.3785825372,1355.1254604927,1436.9068242446,1528.0646936085,1682.2032611666,1756.1851044738,1908.9037273654,1909.3506322072,2065.0042768418,2019.9152698811,1906.8800575105,2029.2891590754,2046.6396453217,2170.9202099933,2240.0214622311,2257.7736649748,2296.2608597963,2252.8031376376,2355.5444649516,2397.4518375535,2441.5015512286,2516.0186833592,2693.0232781839,2861.7713480544,3000.9481192253,3150.9106016251,3047.5844246013,3057.2455895784,3018.0086754187,3143.7491066068,
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,283.4004646984,332.5047204234,358.560975155,299.2266457088,411.7685848166,425.2950372614,453.1317109832,490.30769809,520.3792450503,550.2859345467,548.7080134498,634.3151226355,702.1565945559,1157.1508180533,2425.3584190636,3320.8246935694,4533.8143798381,4138.857814497,3439.4259501344,4258.7639875592,5869.2794491342,5166.3139232309,4717.9816842157,4309.0466502057,4407.2843535079,4023.5816324505,3990.070881202,3742.6565366151,4253.6683665298,4517.9279765178,6251.0173846211,5523.1986540271,5566.3625373021,4244.9133314245,3958.5961859719,4565.5804989128,5111.3743313031,4663.1401064811,3827.9757927086,3883.3251881974,4116.4606926023,3976.104887497,4102.5527104335,4892.0116177685,5685.5777357368,6826.8805445909,7141.5491667874,8352.8171005675,10094.0274577256,7603.6602225385,8754.113921851,10716.2032034624,9774.1807611211,9679.7592041078,9692.1638737694,7388.9841443932,7179.3406611531,
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1380.3062412626,1452.5447090136,1513.6514485493,1592.6144766156,1729.3999780357,1850.954768555,1959.6278296213,2023.6275637112,1896.3867486074,2032.347009645,2347.5443177375,2649.8015138722,3030.4325141198,3426.2762205038,3665.8627976419,4299.7456179928,4138.1677876154,4681.4399317304,5976.9381689999,7804.7620805116,10032.062080015,9599.3062222197,9146.0773570185,8691.5188130651,8179.1944406499,8652.2165424759,10611.112210096,13118.586534629,15987.1680775688,16239.2821960944,19095.4669984608,19900.7266505069,20487.1707852878,18389.0195675099,19709.2380983653,23013.4588199274,24219.6228487767,26621.4800592777,28014.8946994953,28383.6689052533,27982.3557635787,27427.58750236,29785.986287584,34173.9799764342,39983.9846746653,41732.640540022,44252.3158234429,50134.3160971463,46767.5922156593,38262.1821338364,38893.0184937365,41412.3492395708,41790.7791407408,42724.0678844007,46783.4692171284,44305.5546320834,40341.4082459385,
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.6401223992,1314.670670204,757.2235485054,550.0155426092,517.0870879409,569.0181381433,670.4611048091,774.6802032943,805.2726845206,628.8656516455,691.9977101053,733.9704142073,779.3845934799,928.0108227168,1207.3672275029,1530.057520905,1872.6804160672,2492.1287799453,3174.9490006864,2706.5885115817,2964.4770337309,3725.0632212159,4142.8691753655,4274.3768570296,4429.6500745149,3764.6409115904,3865.7856933183,
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,182.9791912123,189.7133803338,195.119988539,210.9689784984,230.4311999077,266.3186457985,269.4592355726,216.8414257553,202.7618857091,233.651241967,257.6518516387,273.8227964092,232.5399135324,263.6859639697,301.3667987229,285.8295247167,275.8778954245,312.9993131848,353.7088730995,381.0361958319,411.5179165851,379.7977777741,351.3193892347,341.0872166271,358.3968189997,354.2199898419,437.0782412695,376.4318003606,375.181224477,368.9623970198,402.588881651,438.614319296,414.7673407826,375.3204353103,333.4049391915,385.7373195317,403.5344405319,391.3556799715,414.7684609953,417.767990729,263.1124678661,273.6596668468,309.484470257,373.281553686,423.1936389158,498.1723903624,922.9351676855,1090.6867177147,1224.4015535024,1086.7650383632,1312.6075573103,1574.9786533121,1629.8002222251,1814.492297022,1432.2279425605,1361.1139050484,1513.4610343275,
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,367.6243837732,379.3634685883,429.2252767431,421.4479369813,441.4127932649,472.9737936402,485.974849103,457.7628487509,448.4475642301,469.2761014222,475.7463918972,453.8011509589,421.9982034046,399.973964367,340.0516917505,315.8398003237,322.8111709741,370.1931781162,386.3288282534,303.4244979858,427.0691858527,622.1516671776,674.5971067959,636.2717094662,635.6714852401,614.8694482363,654.7998026944,726.0940746705,744.6823177927,725.0646897156,661.5277734054,
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,108.3158256133,112.1570718955,96.732529366,103.6460073235,116.9206138131,121.0980781474,124.6716181299,153.4883771617,189.5059532947,221.0499973591,209.1491165917,250.2536952456,302.6196058382,353.9466887452,398.8965497737,349.7930893194,333.3047869669,317.0447339144,252.9422196004,308.3268474232,242.1717626868,274.3683932533,316.3194664964,322.4463052261,345.8558100764,727.034660998,729.0418880774,748.7842096317,719.9757072611,737.17879139,773.439337145,712.3318780559,723.7948295797,681.5374178813,635.5637584151,541.0558913105,440.9474785921,359.6521780572,413.8398778061,432.1929065523,439.3423672771,519.0452673295,607.9479728543,549.3108282904,562.4825159495,514.3738601349,504.9740097618,483.4863007938,434.4656470792,458.9690024634,473.1904365654,
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,110.6077668373,108.1437635529,118.2791791817,118.1761216588,128.4556489051,139.9999231305,143.3215954651,146.1336163505,155.5708771643,149.5817782126,138.1697921544,189.970091966,198.7870729954,191.5174436292,157.9235540687,159.9275306028,141.299202444,184.2234317632,170.2919830701,215.6183146961,241.002484994,247.9384211769,212.9408098547,217.607532294,211.5952576143,223.3418401366,233.3095606941,227.6382679562,172.0601487581,183.8530105376,297.7519442887,309.4867490011,321.481320393,360.5718585343,393.3138243674,424.9534584924,418.9445003934,481.0694975966,583.5445621688,544.2220778756,546.721668647,688.7718196869,604.2683551851,622.1351065797,611.4384267191,585.2105569398,641.5959647167,
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,34.7414275227,40.6608268943,46.8305160523,233.4148053084,242.603591839,246.4471337674,224.037211225,219.5247223053,216.4051631125,215.2942484629,223.6245817069,288.9578604938,349.4832076614,401.5278073989,411.0052179591,421.5533676663,,,198.3467375845,136.010571036,152.41588666,141.3227027511,148.8405743112,173.0823549149,203.1981914859,239.2422021181,249.8835851894,213.1317932292,262.669455842,251.7022043172,295.9634763979,289.0884089921,206.9364080427,280.9695313393,443.6325955503,812.1715227682,654.1473102077,1052.8528178699,1702.6849010028,2283.879039439,2711.1701141691,3577.1761965953,6085.3489069204,10850.6333446261,12732.0275869622,15761.8391282779,22742.3815908012,16530.2093729134,17136.4456757583,21451.8861709069,21557.6527999109,20246.9930826625,19245.651511712,10717.4821761177,8747.3534732467,
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,533.6863812326,597.2873210123,630.6139412938,701.6204177529,784.9543484329,888.9219979053,981.6523944701,1052.1209927657,1134.3561514754,1284.2123155908,1494.3878552535,1652.3265992595,1899.6752725147,2502.8143584933,2828.7484321974,3153.2353057472,3390.545483593,3886.3742527092,4694.6336833478,5705.9492741993,5893.6618097916,5380.2676828435,5579.2347715898,5019.8786526613,4852.5657284733,4813.7111799107,5656.5053560681,6564.8845026081,7598.0280533499,7846.6781640145,9600.1851296597,10188.3697801238,11176.4584362517,10401.9829861914,11091.2838606376,12959.3243186619,13749.1151520996,13427.8324937945,13472.1376415276,13245.1894634121,12042.9537310995,12538.1788278361,14110.3133911078,18477.578411927,21955.1040911595,22551.735744099,24801.1578065035,28827.3263555224,31997.2820108813,29710.9702950284,26917.7589787254,25916.2935289351,22242.681934771,21874.8195041667,21760.9797994918,18070.7767788584,17930.1642290462,
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,792.7623689511,991.5728713569,1154.416610631,1246.0024093528,1276.9059524569,1347.4513389328,1373.1682612445,1478.4109580176,1678.8625752652,1873.2164856108,2163.509313298,2410.2865382974,2759.6819377678,2888.3476603116,3118.1484322982,3191.0167333118,3151.5404626945,3270.5780877704,3413.0219791384,3640.138938494,3878.3903857973,4401.4213208362,4751.5759780995,5117.5899228527,5109.9587152077,5292.2323792941,5773.0735766291,5836.1770631292,6754.5123925079,6766.486755885,7324.1905133755,7947.4443268439,7395.0881252504,7365.6666592364,7410.408438417,7583.187001907,7956.0765478959,8569.7769977574,9333.2702313727,9841.764050361,
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1498.2764367816,1876.5032387469,2196.7117113453,2860.2805764012,3432.7060329128,4257.949711754,4844.6763292742,5713.9549190499,7235.5497409832,8480.6948268145,9483.1730760734,8544.0583286126,7813.6906673353,7988.170958612,7198.7022474938,7760.828404483,11271.3214290252,14554.3875384826,16398.0110939363,16813.6839491482,18326.8051234609,18315.1963031585,18768.9301437197,16797.4588562842,18123.9630348205,21665.7018983672,21422.3575434047,19145.4960362523,20496.661371851,20170.4384160027,19004.1072910304,19275.4733376066,20652.8783287878,24801.6590300536,28497.5201604015,29088.8268326534,32035.0806542734,36232.6827357126,41022.994213564,41277.467889296,40532.5081049666,44212.4411398304,42398.6336725626,43967.1501550467,45317.1142867938,39569.1057905441,,
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,247.8419862319,248.3082084701,256.1685067298,274.7899580242,274.6197897069,273.4040137043,277.4102446105,281.6528049306,303.2034513044,313.8589577701,338.6820430212,343.3624889283,353.6609113387,420.8677981761,504.3304624064,566.6854427169,661.4878984073,810.0638886967,875.4950240168,971.3565090496,1081.725043005,1152.8178040332,1138.7597407594,1153.2376795992,1177.4364510698,1179.8035556727,857.0094669665,820.0383465515,886.800827183,929.3140585368,825.8073880974,991.8622727278,1075.4282171785,1147.026434974,1276.3327268393,1408.0321798614,1472.276954393,1633.9726244454,1742.0811287967,1608.692889819,1655.5962607171,1568.3762756518,1701.7714911845,1753.3494711586,1872.7370829884,2077.8343804145,2256.5672396449,2489.9558363678,2794.2218092223,2635.7534744126,2825.5240695338,3187.8452958941,3299.6051393637,3452.8289336951,3687.763766766,3923.5733436471,4146.7441286273,
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21536.5038969302,22572.5046603345,24396.1062372311,26495.8775773033,26555.6452019565,27540.8391300242,29056.4969975163,30025.5603494294,30700.4340081784,30862.1099963677,32499.234245779,33278.2540919719,34361.0802214118,35210.7888279758,35562.5675277478,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,297.6732990794,315.3854595026,321.5457671396,282.3063385018,305.3616111885,327.1142226918,344.1665234852,370.1541723025,334.8412728486,358.32093655,379.8937205469,395.2029189389,395.2929468341,420.6615816719,588.1362199135,663.4010019115,602.6248473348,590.06537045,658.438565168,683.3330327444,773.1816707748,729.6069588335,616.9631588514,628.1976888487,564.5264180356,588.6134094285,660.1415373943,468.1043410069,551.1960875467,509.3163682161,533.5362053885,452.3893534623,492.2665978246,586.9712338679,713.2335202336,816.5429328805,925.8985581681,985.0468890147,946.6703474225,919.8665766225,946.0599371666,925.5825046274,960.8674827119,986.7958172748,1045.5886096061,1098.4552156133,1945.634348406,2327.0583241682,2576.1249570967,2764.3062947966,3044.9491290167,3438.8254112646,3799.7562922449,3941.1146965091,4031.5320073753,4160.2692749879,4529.1394116291,
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1405.0421779209,1464.8332677786,1561.6865457937,1660.113762272,1790.4554297143,1921.2002717083,2084.3669051309,2212.6738289412,2376.0642514354,2579.8152632466,2811.0096248513,3087.4479497075,3545.5179942761,4249.8363503614,4746.1896575645,5241.4542923286,5664.0595061988,6361.2761925118,7555.2469574763,8663.1805248094,9596.7566286133,9666.2373045554,9501.1425954134,9739.5505567125,10090.2217153557,10536.8946185892,12700.1645184295,14607.9653620155,16339.4213047121,16988.6381567516,18954.8291298292,19882.3824314736,21257.1328833466,21285.1250999898,22650.3599291836,24937.8125710497,24986.8579901162,24412.6232053142,24336.6984696556,25404.947855532,25768.9581455019,25349.7981228292,26247.1567253166,29233.6770364615,32315.6014665041,33935.5962735104,35548.147223541,38546.871260596,40604.2754426076,37776.9685460367,39326.9754857519,42233.5183575905,42012.6959209228,42218.0472654721,42826.39266283,40220.0636206663,40803.5819997034,
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,429.4428743921,436.7544115204,487.8211340508,565.727810358,629.5915257845,676.8055071101,685.9266141351,723.2392256167,714.4829695806,825.523449142,960.0319615107,1106.4697169592,1384.7384373227,1893.1812418946,2144.6077129514,2252.1118813686,2850.0146101832,3429.4202760725,3923.9437313276,4569.4537072422,5700.4126343582,5991.3202614197,6133.7840786052,5595.2351386385,6208.226159372,6542.9315367431,7435.0306975942,9071.3326021172,10609.7456394545,12097.7751586818,13485.5448929565,15465.8588553349,17976.4293827655,20395.5173666776,22502.5797409692,23497.4923138193,24818.1545523517,27330.0333502807,25808.970952453,25091.6665997966,25756.6637783278,25230.2163329516,24665.8899982779,23977.0194516698,24928.1003722551,26649.750801707,28224.2150609389,30594.0178410231,31515.6627713018,30697.340383517,32549.998231121,35142.4879344543,36707.7742282554,38357.8267596475,40247.3669145832,42351.0245957363,43681.4219508292,
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,164.6443187286,169.9097551191,179.8759725596,185.0492645171,200.4346405444,216.8149325877,227.7407676887,240.547229866,252.584519943,253.2685286957,266.135720383,261.2463703373,278.6150126661,307.3431438393,338.1543343573,356.4563796019,414.621482561,497.9368057181,557.9646968397,631.2619632065,697.6075405773,743.3551510729,742.4583771985,763.2680648587,798.8183553488,850.1142906795,863.5745136569,914.2842689821,849.0333116058,740.2050067011,615.2733629252,601.661606542,651.5995241961,644.9558302893,618.1502584493,685.0618746261,687.4814198801,773.4757317111,840.1475796955,845.1088225511,1088.7831650427,1130.4050460227,1132.8720008777,1157.3042704044,1217.6579606611,1311.7417144257,1437.6287853746,1592.5721816708,1751.5958565077,1815.4894964408,1932.8582899969,2120.5894686048,2178.3773853342,2136.3938514847,2242.7074594042,2326.1558562274,2361.1602045293,
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,107.5340225153,107.7548635957,114.6971119631,135.7288014067,117.3212405011,132.8243084784,141.3343241513,134.486312923,137.054308964,149.2224889867,152.4091912065,160.1091265408,168.9200374601,198.1193204976,236.6745708009,261.4835648439,269.9639886857,310.665508556,345.6408533397,381.0116868047,386.8541622606,375.7152451682,365.2755373343,333.7991561059,323.2294242856,332.3049000392,371.4722716216,395.7966598852,387.4926614111,367.2678017892,363.536400147,362.9351461136,321.6742429743,322.6865493126,277.82396671,306.7920606121,311.8927230953,318.7483099961,319.4100417924,310.6114096471,327.5473589635,302.6607628474,319.491975053,353.5486819649,395.7942564126,443.7100263448,517.27304116,600.1113941403,704.3017688704,691.6912965865,742.471894125,805.8533276406,843.8690186199,890.0494416499,919.1971284803,881.6395274754,870.6510301901,
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4794.9372125133,5268.8056736451,5210.4302391096,5650.3320164862,5135.4733413906,4919.6280687083,5245.4214194414,6053.7160373911,7805.8814183311,9365.7424680119,10224.3040301629,11363.4184456056,13546.6987224454,15893.8605622792,14157.144161951,13505.7458630323,14539.1842057182,13235.9775701749,13574.7400890627,13467.4682686752,11638.0794784104,12160.110629295,
